cell_type,gene,module
digestive_filaments_2,Nvec_vc1.1_XM_032366602.2,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_032385202.2,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_032366816.2,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_048734484.1,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_001637374.3,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_032377882.2,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_001635920.3,digestive_filaments_2_module_3
digestive_filaments_2,Nvec_vc1.1_XM_048721668.1,digestive_filaments_2_module_3
digestive_filaments_3,Nvec_vc1.1_XM_001637445.3,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_001634286.3,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032383741.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032365096.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_001637764.3,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_001641660.3,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032383036.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032380975.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032364617.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032387125.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_048720025.1,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032373970.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_048721665.1,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032372395.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032373693.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_048723381.1,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032373617.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_v1g184439,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032367010.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032364145.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032382025.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_048723835.1,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_NVE6867,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_048727682.1,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032374171.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032370849.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_v1g198603,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032387288.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_NVE5061,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032372945.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032375729.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032383922.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_001634505.3,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_032383802.2,digestive_filaments_3_module_1
digestive_filaments_3,Nvec_vc1.1_XM_001633762.3,digestive_filaments_3_module_2
digestive_filaments_3,Nvec_vc1.1_XM_001625997.3,digestive_filaments_3_module_2
digestive_filaments_3,Nvec_vc1.1_XM_032386878.1,digestive_filaments_3_module_2
digestive_filaments_3,Nvec_vc1.1_XM_001641165.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032381566.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001623954.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032379087.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048734619.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048734108.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048719684.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032370087.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001627663.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032382655.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_NVE758,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001622998.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001637406.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048732757.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048719942.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001636807.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001626148.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001631213.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048721730.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032371850.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048734496.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001622925.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032365834.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032362062.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001640906.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048723336.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032364272.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032364332.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_v1g212694,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001629468.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032377266.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032385972.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_NVE21171,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001627234.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001638302.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_v1g83261,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001641219.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001641364.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048722869.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001630533.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048724257.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001629582.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_048724087.1,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032365296.2,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_001634477.3,digestive_filaments_3_module_7
digestive_filaments_3,Nvec_vc1.1_XM_032384889.2,digestive_filaments_3_module_4
digestive_filaments_3,Nvec_vc1.1_XM_032363417.2,digestive_filaments_3_module_4
digestive_filaments_3,Nvec_vc1.1_XM_048722130.1,digestive_filaments_3_module_4
digestive_filaments_3,Nvec_vc1.1_XM_001637374.3,digestive_filaments_3_module_4
digestive_filaments_3,Nvec_vc1.1_XM_032377882.2,digestive_filaments_3_module_4
digestive_filaments_3,Nvec_vc1.1_XM_048724448.1,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_048724830.1,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_032374182.2,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_NVE25375,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_032381755.2,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_048719444.1,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_001625550.3,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_NVE2831,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_001622599.3,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_032367274.2,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_001637142.3,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_001637656.3,digestive_filaments_3_module_5
digestive_filaments_3,Nvec_vc1.1_XM_001635277.3,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_vc1.1_XM_048720896.1,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_vc1.1_XM_001622235.3,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_vc1.1_XM_048727258.1,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_NVE5783,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_NVE15402,digestive_filaments_3_module_6
digestive_filaments_3,Nvec_vc1.1_XM_048728288.1,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_032381586.2,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_001635920.3,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_048721668.1,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_032366602.2,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_032386464.2,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_032385202.2,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_032366816.2,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_048734484.1,digestive_filaments_3_module_3
digestive_filaments_3,Nvec_vc1.1_XM_048723307.1,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_048720781.1,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_032376933.1,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_001627991.3,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_001637340.2,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_032375407.2,digestive_filaments_3_module_9
digestive_filaments_3,Nvec_vc1.1_XM_032369511.2,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_001634866.3,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_001626458.3,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_048728041.1,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_032375510.1,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_048732273.1,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_032381032.2,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_048728264.1,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_048728100.1,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_032384861.2,digestive_filaments_3_module_8
digestive_filaments_3,Nvec_vc1.1_XM_032380212.2,digestive_filaments_3_module_8
epidermis_1,Nvec_vc1.1_XM_032385706.2,epidermis_1_module_3
epidermis_1,Nvec_v1g233379,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_048730543.1,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001632206.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001639101.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_032378781.2,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001622235.3,epidermis_1_module_3
epidermis_1,Nvec_NVE23841,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001622377.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_032363960.2,epidermis_1_module_3
epidermis_1,Nvec_v1g242079,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001623685.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001638152.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_001635426.3,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_048728364.1,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_032385119.2,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_048722620.1,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_048730472.1,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_048719763.1,epidermis_1_module_3
epidermis_1,Nvec_vc1.1_XM_032374855.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032372635.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032383709.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001628289.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048731241.1,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001627445.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032383036.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032381457.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032376583.2,epidermis_1_module_4
epidermis_1,Nvec_NVE164,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001635275.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001637999.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032378378.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048731779.1,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032364003.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001640735.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001623127.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001627624.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048733995.1,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048721717.1,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001631329.3,epidermis_1_module_4
epidermis_1,Nvec_NVE13525,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032373212.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001637445.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032374477.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032367038.2,epidermis_1_module_4
epidermis_1,Nvec_v1g232474,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_001629447.3,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048725266.1,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_032380837.2,epidermis_1_module_4
epidermis_1,Nvec_vc1.1_XM_048719902.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032375407.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048731597.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001626112.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032362227.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001637079.3,epidermis_1_module_5
epidermis_1,Nvec_NVE4998,epidermis_1_module_5
epidermis_1,Nvec_NVE18280,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032376900.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001634660.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048730984.1,epidermis_1_module_5
epidermis_1,Nvec_v1g218116,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032382282.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001635276.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048721305.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032372084.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032367462.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048729593.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032378126.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048721581.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001628635.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048721773.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032375246.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001627440.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048723552.1,epidermis_1_module_5
epidermis_1,Nvec_v1g206164,epidermis_1_module_5
epidermis_1,Nvec_NVE125,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048732079.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048732164.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001627177.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001629693.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032376270.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048727207.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032377962.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048724774.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032367411.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032379476.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032384093.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001629741.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001629759.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001628495.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032364025.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048728848.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001641595.3,epidermis_1_module_5
epidermis_1,Nvec_NVE20304,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001638002.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032374654.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048732544.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048728771.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048728422.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032379722.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001631860.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048725223.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_001636570.3,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032373028.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032382462.1,epidermis_1_module_5
epidermis_1,Nvec_v1g242538,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048734086.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048733916.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048732184.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048732631.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048731341.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048730688.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048725481.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032362392.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_048728423.1,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032361923.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032376269.2,epidermis_1_module_5
epidermis_1,Nvec_vc1.1_XM_032363532.2,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_032382626.2,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_001631917.3,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_001629344.3,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_048732752.1,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_001635750.3,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_001628985.3,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_032380567.2,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_048720311.1,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_032378741.2,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_032376886.2,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_048734382.1,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_048720479.1,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_001632251.3,epidermis_1_module_9
epidermis_1,Nvec_NVE13058,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_048724640.1,epidermis_1_module_9
epidermis_1,Nvec_vc1.1_XM_032380975.2,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_048732001.1,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_032369242.2,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_001627776.3,epidermis_1_module_1
epidermis_1,Nvec_NVE318,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_001622639.3,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_048731786.1,epidermis_1_module_1
epidermis_1,Nvec_NVE15531,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_032371744.2,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_001637374.3,epidermis_1_module_1
epidermis_1,Nvec_vc1.1_XM_032384221.2,epidermis_1_module_7
epidermis_1,Nvec_vc1.1_XM_001629514.3,epidermis_1_module_7
epidermis_1,Nvec_vc1.1_XM_032364329.2,epidermis_1_module_2
epidermis_1,Nvec_vc1.1_XM_032370494.2,epidermis_1_module_2
epidermis_1,Nvec_vc1.1_XM_032381059.2,epidermis_1_module_2
epidermis_1,Nvec_vc1.1_XM_001641219.2,epidermis_1_module_2
epidermis_1,Nvec_vc1.1_XM_032377230.2,epidermis_1_module_11
epidermis_1,Nvec_vc1.1_XM_048731300.1,epidermis_1_module_11
epidermis_1,Nvec_vc1.1_XM_032363417.2,epidermis_1_module_11
epidermis_1,Nvec_vc1.1_XM_032363031.2,epidermis_1_module_11
epidermis_1,Nvec_vc1.1_XM_048725417.1,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_048734646.1,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_032381586.2,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_048728359.1,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_032367264.2,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_001638645.3,epidermis_1_module_6
epidermis_1,Nvec_vc1.1_XM_048725972.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001636807.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048725998.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001625853.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001620810.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032374713.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032370310.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001640334.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032370481.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001632873.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048734027.1,epidermis_1_module_12
epidermis_1,Nvec_NVE10462,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032365154.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048729831.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001626817.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001621847.3,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032383770.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048731900.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032378251.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048726312.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032376790.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048722947.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032363180.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048719853.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048724999.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032383142.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_048728746.1,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_032378410.2,epidermis_1_module_12
epidermis_1,Nvec_vc1.1_XM_001636522.3,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032371336.2,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032365815.2,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032386412.2,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_048729680.1,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_001639481.3,epidermis_1_module_8
epidermis_1,Nvec_v1g114897,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_048721549.1,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_001634866.3,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_001641281.3,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032366963.2,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_001624096.3,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032363378.2,epidermis_1_module_8
epidermis_1,Nvec_vc1.1_XM_032379762.2,epidermis_1_module_8
epidermis_1,Nvec_v1g241424,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_001635979.3,epidermis_1_module_10
epidermis_1,Nvec_NVE19743,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_032366595.2,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_048725105.1,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_048722960.1,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_032383140.2,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_001625970.3,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_048726412.1,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_048732965.1,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_001629968.3,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_001622312.3,epidermis_1_module_10
epidermis_1,Nvec_vc1.1_XM_048734562.1,epidermis_1_module_10
